starttime,1000,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023,1024,1025,1026,1027,1028,1029,1030,1031,1032,1033,1034,1035,1036,1037,1038,1039,1040,1041,1042,1043,1044,1045,1046,1047,1048,1049,1050,1051,1052,1053,1054,1055,1056,1057,1058,1059,1060,1061,1062,1063,1064,1065,1066,1067,1068,1069,1070,1071,1072,1073,1074,1075,1076,1077,1078,1079,1080,1081,1082,1083,1084,1085,1086,1087,1088,1089,1090,1091,1092,1093,1094,1095,1096,1097,1098,1099,1100,1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1112,1113,1114,1115,1116,1117,1118,1119,1120,1121,1122,1123,1124,1125,1126,1127,1128,1129,1130,1131,1132,1133,1134,1135,1136,1137,1138,1139,1140,1141,1142,1143,1144,1145,1146,1147,1148,1149,1150,1151,1152,1153,1154,1155,1156,1157,1158,1159,1160,1161,1162,1163,1164,1165,1166,1167,1168,1169,1170,1171,1172,1173,1174,1175,1176,1177,1178,1179,1180,1181,1182,1183,1184,1185,1186,1187,1188,1189,1190,1191,1192,1193,1194,1195,1196,1197,1198,1199,1200,1201,1202,1203,1204,1205,1206,1207,1208,1209,1210,1211,1212,1213,1214,1215,1216,1217,1218,1219,1220,1221,1222,1223,1224,1225,1226,1227,1228,1229,1230,1231,1232,1233,1234,1235,1236,1237,1238,1239,1240,1241,1242,1243,1244,1245,1246,1247,1248,1249,1250,1251,1252,1253,1254,1255,1256,1257,1258,1259,1260,1261,1262,1263,1264,1265,1266,1267,1268,1269,1270,1271,1272,1273,1274,1275,1276,1277,1278,1279,1280,1281,1282,1283,1284,1285,1286,1287,1288,1289,1290,1291,1292,1293,1294,1295,1296,1297,1298,1299,1300,1301,1302,1303,1304,1305,1306,1307,1308,1309,1310,1311,1312,1313,1314,1315,1316,1317,1318,1319,1320,1321,1322,1323,1324,1325,1326,1327,1328,1329,1330,1331,1332,1333,1334,1335,1336,1337,1338,1339,1340,1341,1342,1343,1344,1345,1346,1347,1348,1349,1350,1351,1352,1353,1354,1355,1356,1357,1358,1359,1360,1361,1362,1363,1364,1365,1366,1367,1368,1369,1370,1371,1372,1373,1374,1375,1376,1377,1378,1379,1380,1381,1382,1383,1384,1385,1386,1387,1388,1389,1390,1391,1392,1393,1394,1395,1396,1397,1398,1399,1400,1401,1402,1403,1404,1405,1406,1407,1408,1409,1410,1411,1412,1413,1414,1415,1416,1417,1418,1419,1420,1421,1422,1423,1424,1425,1426,1427,1428,1429,1430,1431,1432,1433,1434,1435,1436,1437,1438,1439,1440,1441,1442,1443,1444,1445,1446,1447,1448,1449,1450,1451,1452,1453,1454,1455,1456,1457,1458,1459,1460,1461,1462,1463,1464,1465,1466,1467,1468,1469,1470,1471,1472,1473,1474,1475,1476,1477,1478,1479,1480,1481,1482,1483,1484,1485,1486,1487,1488,1489,1490,1491,1492,1493,1494,1495,1496,1497,1498,1499,1500,1501,1502,1503,1504,1505,1506,1507,1508,1509,1510,1511,1512,1513,1514,1515,1516,1517,1518,1519,1520,1521,1522,1523,1524,1525,1526,1527,1528,1529,1530,1531,1532,1533,1534,1535,1536,1537,1538,1539,1540,1541,1542
2013-07-31,2343,3914,6979,2750,4914,2229,2183,3139,3622,2368,3867,3926,4138,3086,5817,3176,3222,3879,1603,7048,2902,7290,5655,3568,2576,3725,3199,7167,3003,3832,3696,2645,2202,1085,3076,2209,1708,2609,4320,1610,3626,2978,3881,1999,3090,793,4121,3426,2216,7814,1872,1771,3562,3054,2664,1640,2688,4272,3548,3595,4014,2490,2432,2875,1048,2789,876,4340,5738,906,2903,4331,2891,3469,3827,8049,2859,5290,601,2543,2874,3905,3882,1676,5420,4095,3521,1684,1567,4638,3577,3378,2906,1920,4064,3605,3062,3224,3366,2571,2033,4660,3896,2773,2799,916,6294,333,1886,3495,3327,2591,4223,1260,3763,3830,4321,3686,294,2799,2392,3636,867,4012,1959,4322,3510,2850,2677,5034,3983,3114,7387,2813,3724,1290,2081,852,2328,3575,2544,1701,2406,1742,2510,3798,5202,6090,3454,2173,3147,4897,2401,2654,1103,2378,1057,2248,1041,4474,4514,3221,4127,3367,4526,885,2346,1845,2369,2733,1965,851,2449,1336,2497,3664,2747,3102,572,6829,1886,3592,3611,1589,2603,2430,3267,4848,2687,6259,4488,1643,2072,2218,2069,2391,5340,1320,2043,1869,2984,1116,2501,2823,3456,2363,1992,4492,2143,510,2317,1651,946,2904,1617,520,331,4274,651,3106,3226,855,3669,1596,1654,2924,5008,3050,937,1280,1669,1880,2745,2687,1562,2261,6162,2298,1141,2193,2728,2534,2591,491,1244,2972,1995,1107,1121,1852,810,1173,643,3079,392,894,3965,1937,2476,363,477,876,505,2878,763,2703,1792,5789,2802,717,2500,606,1248,3311,1686,566,2131,806,417,981,2814,1939,1589,714,1899,930,826,619,1920,441,582,910,2229,466,1604,399,585,647,5046,1687,1153,2681,225,882,508,1956,1090,488,552,2026,3646,1148,363,329,946,1904,335,396,1338,803,2472,562,175,116,162,295,117,1254,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-31,2696,4429,9020,3433,6645,2768,2761,3422,4271,2910,4843,4625,4583,3786,7175,3622,3891,4379,1458,7993,3487,9721,7417,4306,2892,4142,3153,8443,3739,4279,5103,2684,2742,1039,3417,2794,2329,3120,4989,2008,4283,3110,4442,2679,3405,891,5353,4588,2574,9874,2071,1766,3967,3556,3067,1928,2751,6394,4576,4390,4270,2043,3485,3207,1511,3739,963,5062,6516,1036,3933,5322,4145,4176,4545,9631,3422,7115,609,3006,3130,5569,4304,1868,6006,4119,5107,1656,1692,5456,3929,4150,3269,1187,4288,5329,3769,4003,3946,3227,2354,5652,4157,3116,3653,1020,7416,639,2428,4101,3848,2968,5304,1577,4733,4469,5643,4078,537,2866,2838,4275,872,4728,2229,4954,4381,3245,2586,4588,4577,2954,9253,3933,4624,1300,2545,1071,2998,3675,3109,2243,2884,2269,2591,4217,6308,7003,3299,2532,4134,6811,2644,3008,1343,1780,1313,2517,1170,5603,5570,3833,5238,3762,5891,1093,2805,2267,2466,3173,2369,1031,2572,1408,2822,4155,3404,3838,740,7420,2341,4234,3722,1813,2828,2953,3935,5651,3030,7840,5392,1687,2439,2558,2461,3044,5743,1461,2288,2548,3223,1177,2784,3533,4246,2555,2300,5932,2539,1195,2484,1604,1202,3430,1899,575,314,5018,577,3203,3703,954,3722,1432,1963,3682,5946,4107,858,1473,1895,1949,3077,3482,1638,2478,6128,2483,1406,2665,3288,3424,2993,547,1267,3902,2296,1088,1196,2058,645,1238,709,3731,533,928,4579,2309,3921,1544,583,1368,613,3123,859,3384,2120,5830,3554,788,2243,805,1403,5011,2190,1070,2422,429,649,1079,2856,2608,1757,1005,2237,930,1929,674,2426,463,595,1948,2537,606,1743,459,536,2070,5825,2360,1191,3224,375,866,599,4372,1202,455,657,2326,3932,1432,372,386,934,1951,516,407,1404,771,3001,861,204,115,185,280,185,1900,2820,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-30,2878,5258,9814,3739,7837,3206,2747,3590,4618,2885,5065,4680,4989,4069,7438,3667,3900,4897,1555,9252,3364,10288,7592,4014,3216,4142,4162,8152,3050,4450,4981,2587,2665,961,3703,3315,1994,3065,4728,2151,4789,3338,4724,3351,4182,1026,5546,5086,2585,9890,2232,1753,4057,3438,2992,1873,3839,7817,4777,4776,4690,2383,2778,3112,2601,3414,1119,5663,6328,1100,3963,5225,4264,4385,5022,10532,3864,5945,602,2743,3433,6329,5227,1824,6518,4792,5982,1695,1818,5958,5160,4456,3161,1182,4206,4987,3742,4075,3805,3240,1735,6060,3398,2826,4254,1022,7587,818,2629,4430,3761,3158,5466,1541,4749,4867,7020,4353,390,3137,2991,4166,759,5361,2165,5732,4255,3098,2845,2616,4495,1429,9248,3821,4614,1349,2513,928,4098,3153,3212,2370,2628,2301,2533,4220,5807,7586,2806,2577,5316,7828,2693,3304,1427,2359,1539,2527,1174,5848,5651,3664,5002,3877,6393,980,3327,2095,2463,3518,2555,761,3686,1472,3003,4332,3739,4298,814,6285,2479,4239,4473,1791,3675,3373,4449,5708,3616,5495,5564,1586,2475,2678,2536,3035,5377,1273,2446,2053,3057,1127,2594,3881,4190,2467,2405,6057,2494,1277,2035,681,1184,4000,1928,463,379,5597,551,3235,4129,883,3213,1449,2008,3553,5943,4291,926,1505,1667,2067,3163,3531,1229,3239,4924,2713,1393,2313,2851,2839,2887,617,1282,3757,2651,1105,1356,2159,797,1273,801,2965,514,808,5026,2429,4340,1470,712,1154,647,3150,792,3907,1884,4971,3212,787,2147,858,1278,4353,2089,1052,2574,1933,531,1418,2747,2742,1689,1981,2246,925,2166,687,2432,553,634,2353,1754,606,2041,441,763,2185,6072,2386,1249,3093,278,1138,496,5314,1098,383,570,2390,4878,1225,407,341,959,1759,475,507,1342,857,3082,827,194,87,197,297,280,2002,2897,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-31,2920,4409,10456,3520,8928,3237,2530,3909,4169,2542,5058,4321,5239,4433,7394,3524,4407,5132,1425,11196,3616,11169,7617,4139,2804,4216,4746,9114,2472,4001,4725,3166,2162,919,4797,3192,2187,3586,5201,2204,5061,3347,4794,2936,4227,1126,2003,5278,2080,10606,2360,1594,4246,3419,3018,1942,4332,6331,4673,5044,4809,2489,2529,3349,2465,4061,401,5275,6006,1088,4274,7902,3709,4046,5126,9792,3837,5386,632,2600,3028,6538,5622,1646,7847,5956,6376,1316,1884,6213,5985,2445,4327,2835,4480,6010,3811,4079,3959,3481,1272,5846,3136,3185,4939,1023,6881,996,2784,5102,3640,3101,5472,1061,4629,4645,7509,3918,296,3424,3164,4212,790,4950,1978,6793,4172,3055,4666,2597,3856,1736,8065,4292,4696,1464,2308,814,4209,3325,3483,2211,2596,2265,2677,5726,5303,6806,2364,2492,1925,7969,3007,3363,1353,2282,1698,2586,1093,6267,5788,3854,5217,3857,7167,753,3274,1670,2021,3458,2612,679,4031,1285,3152,4794,3490,5053,828,5458,2505,4716,4256,1656,4420,3580,2301,5587,3303,7819,5867,1035,2624,2254,2486,3038,5128,1291,2281,2042,3273,1027,2516,1349,4634,2553,2329,5435,2360,1484,1686,1520,964,4460,2108,376,560,5758,539,2774,4122,566,3015,1517,1826,3639,6109,4282,779,1429,2127,1962,2929,3277,1505,3868,4108,3199,1236,2169,2908,2318,2702,526,1141,3677,2639,1204,1467,1180,695,1002,606,2646,512,954,5750,1862,5469,1700,762,885,587,3790,799,3832,1877,4119,2873,716,3463,972,1034,3562,2344,977,2463,2156,498,1533,2366,2820,2142,2147,2291,976,2421,670,1923,472,538,3591,2316,540,1991,461,682,2385,5899,2432,1227,3408,317,1264,443,4178,1023,482,502,2311,4620,941,524,313,614,1506,425,292,1240,696,3372,575,208,96,218,280,269,1713,3059,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-30,1883,2731,6384,2446,5201,2085,1415,2727,3146,1539,2811,2914,3932,2792,5303,2289,2924,3525,894,8011,3319,7235,5028,2693,1835,2982,2955,5620,1047,2743,3189,2153,1221,644,3272,1804,1387,2394,3351,1310,3246,2191,3411,1894,3168,733,2507,3690,1544,7256,1638,911,2541,1860,2297,1364,2832,3474,3089,4151,3214,1537,1719,1866,1209,2883,226,2908,3836,611,2986,4094,2232,2914,3491,5617,2912,2974,430,1510,1985,4112,3531,1006,5750,3629,4348,923,1397,4081,3899,1029,2364,1864,2565,3916,2726,3131,2630,2482,619,4285,1918,1835,2928,599,3841,657,1787,3527,2137,2138,3527,534,2653,3149,4949,2607,144,2209,2105,2951,525,2853,1346,4541,2376,2071,2574,1686,2655,1220,4083,2813,3295,1080,1515,500,2865,2122,2387,1692,1596,1372,1598,4007,3958,4513,975,1482,3183,6365,1874,1879,816,1482,1259,1798,680,3465,3387,2704,3664,2324,4946,511,1890,908,1073,2296,1701,349,2850,796,2033,3422,2273,3526,437,3044,1661,3005,3114,1249,3188,2333,1386,2985,2318,5376,3805,409,1841,1271,1457,2066,3286,763,1366,1164,2889,734,1447,2650,2726,1904,1303,4303,1503,1044,1033,1074,632,3102,1376,255,283,3788,411,1740,2770,251,1697,1188,1170,2639,3499,3130,482,966,1340,1100,1964,2238,1047,2519,2119,1795,886,1769,1952,1457,1605,333,784,2296,1968,892,1034,1341,459,638,400,1181,316,650,3595,896,3392,1179,485,537,364,2233,510,1824,1350,1911,1678,407,2296,586,779,1769,1606,622,2141,1340,221,967,1533,1965,1074,1554,1805,678,1321,402,1218,297,391,2585,1581,347,1505,293,434,1690,3703,1968,757,2561,117,847,300,2247,597,310,331,1641,2908,486,390,195,97,849,239,227,677,470,2087,391,59,39,126,187,152,914,1666,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-31,1299,1650,4081,1686,3046,1575,830,1890,2048,1009,1695,1859,2761,2042,3538,1544,2020,2214,539,4905,1964,4637,3222,1739,1454,1882,1827,3725,613,2055,2124,1522,605,455,1653,1166,911,1503,2167,852,1874,1633,2075,1193,2046,486,1889,2513,1017,4310,872,504,1851,1286,1531,879,1820,2401,1968,2925,2273,994,1267,1173,727,1968,208,1826,2489,367,1892,2666,1401,1642,2562,2179,2057,1858,265,986,1190,2338,2228,654,3559,2433,2763,623,955,2490,2143,1856,1652,1145,1675,2623,1855,1837,1861,1809,295,2395,1332,1196,1404,401,2366,449,1083,2276,1611,1520,2328,389,1613,1968,2978,1979,80,1538,1412,2022,401,1719,820,3026,1456,1438,1668,995,1752,776,2241,1923,2126,783,1306,247,1696,1213,1830,1239,982,1014,905,2501,2271,3092,538,1027,2881,4508,1218,1000,571,721,1097,1362,435,2453,2138,1866,2343,1581,3169,306,1257,514,677,1492,1237,210,1854,417,1283,2329,1411,2618,332,1911,1078,2008,2241,843,1867,1433,2003,2800,1636,4084,2292,250,1163,681,1033,1438,1912,508,929,805,2002,474,874,1935,1465,1211,769,2708,982,678,783,655,288,2018,985,141,169,2495,270,1080,2005,188,1042,843,710,1834,2118,2366,366,831,559,752,1283,1422,814,1641,1362,994,558,1203,1247,985,1133,208,507,1433,1444,679,681,1960,303,489,264,630,173,484,2266,498,2015,771,306,254,205,1496,315,1084,897,1065,1010,319,1536,368,447,1029,1078,487,1486,935,104,603,953,1360,726,1180,1338,439,686,245,650,171,301,1793,1194,273,1097,251,271,1208,2452,1195,566,1944,98,661,187,1236,415,221,206,1322,1925,337,237,138,42,634,195,173,495,283,1273,334,0,47,81,142,113,665,1167,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-31,956,1337,3178,1251,1920,1130,477,1412,1082,681,1110,1330,1890,1406,2368,1061,1442,1533,416,3295,1176,3634,1984,1175,1119,1253,1388,2184,396,1459,1484,1023,406,342,1147,983,592,990,1326,671,1280,1214,1372,765,1348,400,1255,1732,778,2764,365,388,1334,952,1194,587,1069,1468,1328,2159,1641,757,600,815,391,1403,178,1034,1612,231,1391,1865,962,793,1530,608,1496,1196,183,706,835,1678,1485,477,2469,1797,1919,565,798,1619,1088,1388,1195,797,1099,1915,1325,1219,1321,1246,170,1648,734,770,783,277,1358,239,694,1498,1222,1064,1667,179,923,1225,2039,1364,53,1106,872,754,292,1143,570,1982,1026,1029,988,617,1158,596,1505,1141,1370,652,870,147,1047,924,1313,852,691,706,612,1299,1614,2000,306,710,2231,3068,922,562,429,388,787,855,305,1820,1447,1345,1557,1092,2519,234,951,293,515,875,854,179,1301,289,824,1707,895,1761,245,1345,770,1353,1480,580,552,1053,1310,2063,1180,2697,1435,163,856,457,679,952,1105,362,710,554,1467,327,569,1450,969,920,529,1869,755,460,528,480,164,1548,658,123,143,1831,152,720,1393,123,708,576,514,1225,1434,1506,269,549,480,527,877,943,639,1230,840,741,356,963,838,613,795,141,369,1317,955,602,579,1321,206,313,213,310,165,341,1564,271,1221,474,194,150,106,881,224,777,550,473,592,248,957,312,328,565,520,312,942,535,93,462,634,951,444,908,762,296,514,172,477,96,183,1106,867,197,762,162,184,856,1672,1264,347,1355,61,540,167,876,331,158,136,944,1200,150,208,109,62,479,155,144,363,167,837,211,0,26,103,94,92,448,666,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-28,650,960,2920,676,1808,933,508,1045,963,530,919,868,1319,946,1916,700,1045,1392,249,2171,766,2719,1796,1102,956,746,1065,1795,353,1177,1070,687,352,298,845,751,440,881,1063,400,1201,771,975,618,1099,277,779,1288,414,2493,423,317,878,778,872,493,1191,1253,1019,1337,775,504,354,592,407,1085,167,830,1278,226,958,1371,705,597,1106,1017,1075,827,160,4,675,1057,1265,316,1694,1391,1361,388,625,1163,744,1095,961,580,808,1352,1015,777,950,1093,151,1277,542,669,827,184,1146,239,610,1471,764,665,1298,155,760,1180,1500,962,41,911,634,365,230,935,264,1359,766,868,574,632,996,354,1324,960,1053,390,669,126,887,676,983,633,364,496,568,590,983,1562,270,531,1538,2403,670,388,358,410,621,451,287,1183,1176,1117,1263,713,1688,164,758,222,292,682,575,76,1139,182,632,1118,710,1290,196,730,647,676,1160,394,69,803,1108,1570,985,1944,1019,191,652,354,512,769,792,247,593,459,1007,241,464,1020,718,542,378,1189,575,439,290,441,136,1037,543,136,91,1248,92,570,964,72,510,427,422,934,1139,1051,152,421,498,379,630,752,474,924,668,508,296,581,458,486,492,134,277,1010,652,401,445,969,169,173,208,308,89,284,1363,251,720,330,159,145,82,631,137,482,349,429,494,176,468,250,229,602,89,157,688,303,89,328,415,795,301,706,409,250,427,136,339,76,128,957,444,139,549,121,216,508,1500,999,302,820,54,454,130,781,208,134,45,569,1029,110,197,94,93,404,142,100,326,56,647,146,0,36,75,57,57,359,560,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
